0.9,0.025,0.025,0.0,0.025,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025,0.9,0.0,0.025,0.0,0.025,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
0.025,0.0,0.9,0.025,0.0,0.0,0.025,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0
0.0,0.025,0.025,0.9,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0
0.025,0.0,0.0,0.0,0.9,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0
0.0,0.025,0.0,0.0,0.025,0.9,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0
0.0,0.0,0.025,0.0,0.025,0.0,0.9,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0
0.0,0.0,0.0,0.025,0.0,0.025,0.025,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025
0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.025,0.025,0.0,0.025,0.0,0.0,0.0
0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.9,0.0,0.025,0.0,0.025,0.0,0.0
0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.9,0.025,0.0,0.0,0.025,0.0
0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.9,0.0,0.0,0.0,0.025
0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.9,0.025,0.025,0.0
0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.025,0.0,0.0,0.025,0.9,0.0,0.025
0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.025,0.0,0.025,0.0,0.9,0.025
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.025,0.0,0.025,0.025,0.9
